PBIUSI,Genus,species,Country,State_Prov,Sec_Subdiv,Locality,Lat,Lon,Start_Date,End_Date,Collector,Sex,Inst_Code,Project,Type,Det_By,Det_Date,Det_History,Spec_Notes,Loc_Notes,Accuracy,Coll_Method,Pres_Method,Spec_Count,Lat_Lon_Method,Lat_Lon_Accuracy,Elev_m,Elev_f,Elev_Det,Trip_Code,Dissections,Illustrations,Measurements,Photos,SEM,DNA,OrigUSI,Family,Subfamily,Tribe,Macro_Habitat,Micro_Habitat,Host_Family,Host_Genus,Host_species,Host_subspecies,Host_Author,Host_Common_Name,Host_Relation,Host_Location,Host_Emergence_Date,Host_with_Specimen
AMNH_BEE 00169333,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169334,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169335,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169336,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169337,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169338,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169339,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,"Apo site A, 11: 00 AM",also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169340,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,"Apo site B, 11: 00 AM",also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169463,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,Nest #1,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169464,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,Nest #2,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169465,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,Nest #3,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00236916,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/16/1978,,"J. G. Rozen, N. Jacobson",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2012,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168008,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/14/1978,,N. Jacobson,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168009,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/14/1978,,N. Jacobson,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168010,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/14/1978,,N. Jacobson,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169273,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/14/1978,,N. Jacobson,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167982,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/12/1978,,N. Jacobson,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167983,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/12/1978,,N. Jacobson,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167984,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/12/1978,,N. Jacobson,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167985,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/12/1978,,N. Jacobson,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167986,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/12/1978,,N. Jacobson,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00236917,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/12/1978,,N. Jacobson,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2012,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167976,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1978,,"J. G. Rozen, B. L. Rozen",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167977,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1978,,"J. G. Rozen, B. L. Rozen",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167978,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1978,,"J. G. Rozen, B. L. Rozen",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00235129,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1978,,"J. G. Rozen, B. L. Rozen",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2012,,"Mites removed B. M. OConnor #04-0508-171; Lable difficult to read, appears to say scutocaridae",also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00236913,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1978,,"J. G. Rozen, B. L. Rozen",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2012,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00030399,Macropis,ciliata,USA,New Jersey,Bergen,Norwood,40.998,-73.96,6/30/1978,,N. Jacobson,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2007,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00030394,Macropis,ciliata,USA,New Jersey,Somerset,Martinsville (label may read Martinville),40.60111,-74.55944,6/16/1978,,N. Jacobson,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2007,,,misspelled on some labels as Martinville,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00030395,Macropis,ciliata,USA,New Jersey,Somerset,Martinsville (label may read Martinville),40.60111,-74.55944,6/16/1978,,N. Jacobson,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2007,,,misspelled on some labels as Martinville,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00030396,Macropis,ciliata,USA,New Jersey,Somerset,Martinsville (label may read Martinville),40.60111,-74.55944,6/16/1978,,N. Jacobson,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2007,,,misspelled on some labels as Martinville,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00030393,Macropis,ciliata,USA,New Jersey,Somerset,Martinsville (label may read Martinville),40.60111,-74.55944,6/14/1978,,N. Jacobson,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2007,,,misspelled on some labels as Martinville,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021760,Macropis,nuda,USA,New York,Albany,Rensselaerville,42.51611,-74.13833,6/29/1975,30-Jun-75,"G. C. Eickwort, K. R. Eickwort",Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021761,Macropis,nuda,USA,New York,Albany,Rensselaerville,42.51611,-74.13833,6/29/1975,30-Jun-75,"G. C. Eickwort, K. R. Eickwort",Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021762,Macropis,nuda,USA,New York,Albany,Rensselaerville,42.51611,-74.13833,6/29/1975,30-Jun-75,"G. C. Eickwort, K. R. Eickwort",Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021763,Macropis,nuda,USA,New York,Albany,Rensselaerville,42.51611,-74.13833,6/29/1975,30-Jun-75,"G. C. Eickwort, K. R. Eickwort",Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167987,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/20/1974,21-Jul-74,"R. J. McGinley, D. Brody",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167988,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/20/1974,21-Jul-74,"R. J. McGinley, D. Brody",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167989,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/20/1974,21-Jul-74,"R. J. McGinley, D. Brody",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168014,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/20/1974,21-Jul-74,"R. J. McGinley, D. Brody",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168015,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/20/1974,21-Jul-74,"R. J. McGinley, D. Brody",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00030398,Macropis,ciliata,USA,New Jersey,Bergen,Norwood,40.998,-73.96,7/3/1974,,J. G. Rozen,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2007,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167990,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167991,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167992,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167993,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
